,title,label,yesterday_value,play_link,para_link,aid,name,provinces,gender,age,cons,edu,interests
0,囧匪,"[u'\u52a8\u4f5c', u'15-30\u5206\u949f', u'\u56fd\u8bed']",6594,http://www.iqiyi.com/v_19rrl4rup4.html,http://index.iqiyi.com/q/?aid=442456900&cid=16&name=囧匪,442456900,囧匪,"[{u'\u798f\u5efa\u7701': 1740, u'\u65b0\u7586\u7ef4\u543e\u5c14\u81ea\u6cbb\u533a': 824, u'\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a': 1254, u'\u5e7f\u4e1c\u7701': 2282, u'\u91cd\u5e86\u5e02': 1225, u'\u7518\u8083\u7701': 1117, u'\u9ed1\u9f99\u6c5f\u7701': 1328, u'\u6cb3\u5357\u7701': 1414, u'\u53f0\u6e7e': 6, u'\u5b89\u5fbd\u7701': 1006, u'\u6c5f\u82cf\u7701': 1457, u'\u5317\u4eac\u5e02': 3240, u'\u6e56\u5357\u7701': 818, u'\u6d59\u6c5f\u7701': 2291, u'\u5e7f\u897f\u58ee\u65cf\u81ea\u6cbb\u533a': 1162, u'\u8d35\u5dde\u7701': 1368, u'\u9655\u897f\u7701': 1597, u'\u5c71\u897f\u7701': 1511, u'\u9752\u6d77\u7701': 1465, u'\u6fb3\u95e8\u7279\u522b\u884c\u653f\u533a': 239, u'\u897f\u85cf\u81ea\u6cbb\u533a': 1713, u'\u6d77\u5357\u7701': 1635, u'\u5929\u6d25\u5e02': 1505, u'\u8fbd\u5b81\u7701': 1192, u'\u6c5f\u897f\u7701': 1046, u'\u5185\u8499\u53e4\u81ea\u6cbb\u533a': 1629, u'\u5409\u6797\u7701': 1408, u'\u6cb3\u5317\u7701': 1476, u'\u56db\u5ddd\u7701': 1019, u'\u4e91\u5357\u7701': 1000, u'\u5c71\u4e1c\u7701': 1799, u'\u9999\u6e2f\u7279\u522b\u884c\u653f\u533a': 37, u'\u4e0a\u6d77\u5e02': 1493, u'\u6e56\u5317\u7701': 959}]","[{'\xe5\xa5\xb3': 1991, '\xe7\x94\xb7': 8009}]","[{'25-30': 1741, '35+': 2702, '1-17': 1295, '18-24': 2922, '31-35': 1339}]","[{'juxie': 883, 'sheshou': 771, 'tianxie': 808, 'shizi': 883, 'baiyang': 827, 'chunv': 901, 'jinniu': 796, 'shuangyu': 839, 'tiancheng': 771, 'shuangzi': 864, 'mojie': 808, 'shuiping': 901}]","[{'\xe5\x88\x9d\xe4\xb8\xad': 1216, '\xe9\xab\x98\xe4\xb8\xad-\xe4\xb8\xad\xe4\xb8\x93': 3243, '\xe7\xa1\x95\xe5\xa3\xab\xe4\xbb\xa5\xe4\xb8\x8a': 1351, '\xe5\xa4\xa7\xe4\xb8\x93': 1892, '\xe5\xb0\x8f\xe5\xad\xa6': 811, '\xe6\x9c\xac\xe7\xa7\x91': 1486}]","[{'\xe7\x90\x86\xe8\xb4\xa2\xe8\xbe\xbe\xe4\xba\xba': 86, '\xe8\xbf\x90\xe5\x8a\xa8\xe8\xbe\xbe\xe4\xba\xba': 100, '\xe7\xbd\x91\xe8\xb4\xad\xe8\xbe\xbe\xe4\xba\xba': 89, '\xe6\x97\xb6\xe5\xb0\x9a\xe8\xbe\xbe\xe4\xba\xba': 98, '\xe6\xb8\xb8\xe6\x88\x8f\xe8\xbe\xbe\xe4\xba\xba': 107, '\xe7\x8e\xa9\xe8\xbd\xa6\xe4\xb8\x80\xe6\x97\x8f': 128, '\xe6\x91\x84\xe5\xbd\xb1\xe8\xbe\xbe\xe4\xba\xba': 89, '\xe5\xae\xb6\xe5\xba\xad\xe4\xb8\xbb\xe5\xa6\x87': 111, '\xe6\x97\x85\xe8\xa1\x8c\xe8\xbe\xbe\xe4\xba\xba': 96, '\xe6\x95\xb0\xe7\xa0\x81\xe8\xbe\xbe\xe4\xba\xba': 93, '\xe7\xbe\x8e\xe9\xa3\x9f\xe8\xbe\xbe\xe4\xba\xba': 99, '\xe8\xbf\xbd\xe6\x98\x9f\xe6\x97\x8f': 109, '\xe5\x95\x86\xe5\x8a\xa1\xe4\xba\xba\xe5\xa3\xab': 87}]"
1,情人劫,"[u'\u4f26\u7406', u'\u7231\u60c5', u'\u56fd\u8bed']",5799,http://www.iqiyi.com/v_19rrlaik3g.html,http://index.iqiyi.com/q/?aid=447742800&cid=16&name=情人劫,447742800,情人劫,"[{u'\u798f\u5efa\u7701': 6123, u'\u65b0\u7586\u7ef4\u543e\u5c14\u81ea\u6cbb\u533a': 4095, u'\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a': 4363, u'\u5e7f\u4e1c\u7701': 7689, u'\u91cd\u5e86\u5e02': 4040, u'\u7518\u8083\u7701': 3854, u'\u9ed1\u9f99\u6c5f\u7701': 3515, u'\u6cb3\u5357\u7701': 5300, u'\u53f0\u6e7e': 35, u'\u5b89\u5fbd\u7701': 4019, u'\u6c5f\u82cf\u7701': 4585, u'\u5317\u4eac\u5e02': 11406, u'\u6e56\u5357\u7701': 3650, u'\u6d59\u6c5f\u7701': 7166, u'\u5e7f\u897f\u58ee\u65cf\u81ea\u6cbb\u533a': 4330, u'\u8d35\u5dde\u7701': 4598, u'\u9655\u897f\u7701': 5639, u'\u5c71\u897f\u7701': 5661, u'\u9752\u6d77\u7701': 4621, u'\u6fb3\u95e8\u7279\u522b\u884c\u653f\u533a': 456, u'\u897f\u85cf\u81ea\u6cbb\u533a': 5516, u'\u6d77\u5357\u7701': 5302, u'\u5929\u6d25\u5e02': 5717, u'\u8fbd\u5b81\u7701': 4087, u'\u6c5f\u897f\u7701': 4346, u'\u5185\u8499\u53e4\u81ea\u6cbb\u533a': 4336, u'\u5409\u6797\u7701': 4054, u'\u6cb3\u5317\u7701': 5197, u'\u56db\u5ddd\u7701': 3683, u'\u4e91\u5357\u7701': 3130, u'\u5c71\u4e1c\u7701': 5683, u'\u9999\u6e2f\u7279\u522b\u884c\u653f\u533a': 162, u'\u4e0a\u6d77\u5e02': 4941, u'\u6e56\u5317\u7701': 3975}]","[{'\xe5\xa5\xb3': 4028, '\xe7\x94\xb7': 5972}]","[{'25-30': 1625, '35+': 2363, '1-17': 1896, '18-24': 3101, '31-35': 1016}]","[{'juxie': 934, 'sheshou': 737, 'tianxie': 725, 'shizi': 886, 'baiyang': 871, 'chunv': 825, 'jinniu': 839, 'shuangyu': 856, 'tiancheng': 747, 'shuangzi': 961, 'mojie': 813, 'shuiping': 825}]","[{'\xe5\x88\x9d\xe4\xb8\xad': 1878, '\xe9\xab\x98\xe4\xb8\xad-\xe4\xb8\xad\xe4\xb8\x93': 2245, '\xe7\xa1\x95\xe5\xa3\xab\xe4\xbb\xa5\xe4\xb8\x8a': 1143, '\xe5\xa4\xa7\xe4\xb8\x93': 2041, '\xe5\xb0\x8f\xe5\xad\xa6': 98, '\xe6\x9c\xac\xe7\xa7\x91': 1714}]","[{'\xe7\x90\x86\xe8\xb4\xa2\xe8\xbe\xbe\xe4\xba\xba': 80, '\xe8\xbf\x90\xe5\x8a\xa8\xe8\xbe\xbe\xe4\xba\xba': 98, '\xe7\xbd\x91\xe8\xb4\xad\xe8\xbe\xbe\xe4\xba\xba': 88, '\xe6\x97\xb6\xe5\xb0\x9a\xe8\xbe\xbe\xe4\xba\xba': 107, '\xe6\xb8\xb8\xe6\x88\x8f\xe8\xbe\xbe\xe4\xba\xba': 108, '\xe7\x8e\xa9\xe8\xbd\xa6\xe4\xb8\x80\xe6\x97\x8f': 109, '\xe6\x91\x84\xe5\xbd\xb1\xe8\xbe\xbe\xe4\xba\xba': 101, '\xe5\xae\xb6\xe5\xba\xad\xe4\xb8\xbb\xe5\xa6\x87': 115, '\xe6\x97\x85\xe8\xa1\x8c\xe8\xbe\xbe\xe4\xba\xba': 98, '\xe6\x95\xb0\xe7\xa0\x81\xe8\xbe\xbe\xe4\xba\xba': 91, '\xe7\xbe\x8e\xe9\xa3\x9f\xe8\xbe\xbe\xe4\xba\xba': 97, '\xe8\xbf\xbd\xe6\x98\x9f\xe6\x97\x8f': 117, '\xe5\x95\x86\xe5\x8a\xa1\xe4\xba\xba\xe5\xa3\xab': 84}]"
2,与陌生人同居,"[u'\u7231\u60c5', u'15-30\u5206\u949f', u'\u56fd\u8bed']",3698,http://www.iqiyi.com/v_19rrhjk408.html,http://index.iqiyi.com/q/?aid=256900900&cid=16&name=与陌生人同居,256900900,与陌生人同居,"[{u'\u798f\u5efa\u7701': 6130, u'\u65b0\u7586\u7ef4\u543e\u5c14\u81ea\u6cbb\u533a': 5147, u'\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a': 6991, u'\u5e7f\u4e1c\u7701': 8009, u'\u91cd\u5e86\u5e02': 4270, u'\u7518\u8083\u7701': 4602, u'\u9ed1\u9f99\u6c5f\u7701': 4922, u'\u6cb3\u5357\u7701': 5744, u'\u53f0\u6e7e': 0, u'\u5b89\u5fbd\u7701': 3837, u'\u6c5f\u82cf\u7701': 4903, u'\u5317\u4eac\u5e02': 12829, u'\u6e56\u5357\u7701': 3374, u'\u6d59\u6c5f\u7701': 6551, u'\u5e7f\u897f\u58ee\u65cf\u81ea\u6cbb\u533a': 4496, u'\u8d35\u5dde\u7701': 4392, u'\u9655\u897f\u7701': 6349, u'\u5c71\u897f\u7701': 8331, u'\u9752\u6d77\u7701': 5101, u'\u6fb3\u95e8\u7279\u522b\u884c\u653f\u533a': 43, u'\u897f\u85cf\u81ea\u6cbb\u533a': 4021, u'\u6d77\u5357\u7701': 5469, u'\u5929\u6d25\u5e02': 7000, u'\u8fbd\u5b81\u7701': 5695, u'\u6c5f\u897f\u7701': 4530, u'\u5185\u8499\u53e4\u81ea\u6cbb\u533a': 6114, u'\u5409\u6797\u7701': 5631, u'\u6cb3\u5317\u7701': 7168, u'\u56db\u5ddd\u7701': 3691, u'\u4e91\u5357\u7701': 2959, u'\u5c71\u4e1c\u7701': 8127, u'\u9999\u6e2f\u7279\u522b\u884c\u653f\u533a': 2, u'\u4e0a\u6d77\u5e02': 4869, u'\u6e56\u5317\u7701': 3677}]","[{'\xe5\xa5\xb3': 4113, '\xe7\x94\xb7': 5887}]","[{'25-30': 121, '35+': 41570002, '1-17': 1312, '18-24': 2242, '31-35': 1079}]","[{'juxie': 1017, 'sheshou': 764, 'tianxie': 72, 'shizi': 834, 'baiyang': 89, 'chunv': 821, 'jinniu': 781, 'shuangyu': 816, 'tiancheng': 759, 'shuangzi': 952, 'mojie': 838, 'shuiping': 821}]","[{'\xe5\x88\x9d\xe4\xb8\xad': 2264, '\xe9\xab\x98\xe4\xb8\xad-\xe4\xb8\xad\xe4\xb8\x93': 283, '\xe7\xa1\x95\xe5\xa3\xab\xe4\xbb\xa5\xe4\xb8\x8a': 283, '\xe5\xa4\xa7\xe4\xb8\x93': 2075, '\xe5\xb0\x8f\xe5\xad\xa6': 66, '\xe6\x9c\xac\xe7\xa7\x91': 1887}]","[{'\xe7\x90\x86\xe8\xb4\xa2\xe8\xbe\xbe\xe4\xba\xba': 86, '\xe8\xbf\x90\xe5\x8a\xa8\xe8\xbe\xbe\xe4\xba\xba': 97, '\xe7\xbd\x91\xe8\xb4\xad\xe8\xbe\xbe\xe4\xba\xba': 90, '\xe6\x97\xb6\xe5\xb0\x9a\xe8\xbe\xbe\xe4\xba\xba': 105, '\xe6\xb8\xb8\xe6\x88\x8f\xe8\xbe\xbe\xe4\xba\xba': 107, '\xe7\x8e\xa9\xe8\xbd\xa6\xe4\xb8\x80\xe6\x97\x8f': 107, '\xe6\x91\x84\xe5\xbd\xb1\xe8\xbe\xbe\xe4\xba\xba': 98, '\xe5\xae\xb6\xe5\xba\xad\xe4\xb8\xbb\xe5\xa6\x87': 112, '\xe6\x97\x85\xe8\xa1\x8c\xe8\xbe\xbe\xe4\xba\xba': 98, '\xe6\x95\xb0\xe7\xa0\x81\xe8\xbe\xbe\xe4\xba\xba': 93, '\xe7\xbe\x8e\xe9\xa3\x9f\xe8\xbe\xbe\xe4\xba\xba': 100, '\xe8\xbf\xbd\xe6\x98\x9f\xe6\x97\x8f': 116, '\xe5\x95\x86\xe5\x8a\xa1\xe4\xba\xba\xe5\xa3\xab': 85}]"
3,汤姆·克兰西：幽灵行动阿尔法,"[u'\u82f1\u8bed', u'\u52a8\u4f5c', u'15-30\u5206\u949f']",1256,http://www.iqiyi.com/v_19rro030jc.html,http://index.iqiyi.com/q/?aid=351572500&cid=16&name=汤姆·克兰西：幽灵行动阿尔法,351572500,汤姆·克兰西：幽灵行动阿尔法,"[{u'\u798f\u5efa\u7701': 2942, u'\u65b0\u7586\u7ef4\u543e\u5c14\u81ea\u6cbb\u533a': 2149, u'\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a': 2038, u'\u5e7f\u4e1c\u7701': 4454, u'\u91cd\u5e86\u5e02': 2558, u'\u7518\u8083\u7701': 1585, u'\u9ed1\u9f99\u6c5f\u7701': 2808, u'\u6cb3\u5357\u7701': 2027, u'\u53f0\u6e7e': 63, u'\u5b89\u5fbd\u7701': 2162, u'\u6c5f\u82cf\u7701': 2703, u'\u5317\u4eac\u5e02': 9371, u'\u6e56\u5357\u7701': 1457, u'\u6d59\u6c5f\u7701': 4191, u'\u5e7f\u897f\u58ee\u65cf\u81ea\u6cbb\u533a': 2710, u'\u8d35\u5dde\u7701': 1435, u'\u9655\u897f\u7701': 2570, u'\u5c71\u897f\u7701': 2139, u'\u9752\u6d77\u7701': 2470, u'\u6fb3\u95e8\u7279\u522b\u884c\u653f\u533a': 630, u'\u897f\u85cf\u81ea\u6cbb\u533a': 3501, u'\u6d77\u5357\u7701': 4017, u'\u5929\u6d25\u5e02': 4410, u'\u8fbd\u5b81\u7701': 3518, u'\u6c5f\u897f\u7701': 1690, u'\u5185\u8499\u53e4\u81ea\u6cbb\u533a': 2943, u'\u5409\u6797\u7701': 2992, u'\u6cb3\u5317\u7701': 2300, u'\u56db\u5ddd\u7701': 1905, u'\u4e91\u5357\u7701': 1596, u'\u5c71\u4e1c\u7701': 2901, u'\u9999\u6e2f\u7279\u522b\u884c\u653f\u533a': 235, u'\u4e0a\u6d77\u5e02': 4149, u'\u6e56\u5317\u7701': 2193}]","[{'\xe5\xa5\xb3': 1991, '\xe7\x94\xb7': 8009}]","[{'25-30': 124, '35+': 625, '1-17': 375, '18-24': 1332, '31-35': 803}]","[{'juxie': 959, 'sheshou': 776, 'tianxie': 786, 'shizi': 797, 'baiyang': 814, 'chunv': 738, 'jinniu': 852, 'shuangyu': 856, 'tiancheng': 786, 'shuangzi': 966, 'mojie': 838, 'shuiping': 738}]","[{'\xe5\x88\x9d\xe4\xb8\xad': 81, '\xe9\xab\x98\xe4\xb8\xad-\xe4\xb8\xad\xe4\xb8\x93': 2996, '\xe7\xa1\x95\xe5\xa3\xab\xe4\xbb\xa5\xe4\xb8\x8a': 1417, '\xe5\xa4\xa7\xe4\xb8\x93': 2065, '\xe5\xb0\x8f\xe5\xad\xa6': 1053, '\xe6\x9c\xac\xe7\xa7\x91': 166}]","[{'\xe7\x90\x86\xe8\xb4\xa2\xe8\xbe\xbe\xe4\xba\xba': 98, '\xe8\xbf\x90\xe5\x8a\xa8\xe8\xbe\xbe\xe4\xba\xba': 106, '\xe7\xbd\x91\xe8\xb4\xad\xe8\xbe\xbe\xe4\xba\xba': 80, '\xe6\x97\xb6\xe5\xb0\x9a\xe8\xbe\xbe\xe4\xba\xba': 101, '\xe6\xb8\xb8\xe6\x88\x8f\xe8\xbe\xbe\xe4\xba\xba': 73, '\xe7\x8e\xa9\xe8\xbd\xa6\xe4\xb8\x80\xe6\x97\x8f': 134, '\xe6\x91\x84\xe5\xbd\xb1\xe8\xbe\xbe\xe4\xba\xba': 116, '\xe5\xae\xb6\xe5\xba\xad\xe4\xb8\xbb\xe5\xa6\x87': 107, '\xe6\x97\x85\xe8\xa1\x8c\xe8\xbe\xbe\xe4\xba\xba': 112, '\xe6\x95\xb0\xe7\xa0\x81\xe8\xbe\xbe\xe4\xba\xba': 81, '\xe7\xbe\x8e\xe9\xa3\x9f\xe8\xbe\xbe\xe4\xba\xba': 96, '\xe8\xbf\xbd\xe6\x98\x9f\xe6\x97\x8f': 95, '\xe5\x95\x86\xe5\x8a\xa1\xe4\xba\xba\xe5\xa3\xab': 94}]"
4,二龙湖浩哥之今生是兄弟,"[u'\u5176\u5b83', u'\u56fd\u8bed', u'30\u5206\u949f\u4ee5\u4e0a']",1744,http://www.iqiyi.com/v_19rrnztgm0.html,http://index.iqiyi.com/q/?aid=336482100&cid=16&name=二龙湖浩哥之今生是兄弟,336482100,二龙湖浩哥之今生是兄弟,"[{u'\u798f\u5efa\u7701': 5275, u'\u65b0\u7586\u7ef4\u543e\u5c14\u81ea\u6cbb\u533a': 3200, u'\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a': 7480, u'\u5e7f\u4e1c\u7701': 7734, u'\u91cd\u5e86\u5e02': 3954, u'\u7518\u8083\u7701': 3645, u'\u9ed1\u9f99\u6c5f\u7701': 19980, u'\u6cb3\u5357\u7701': 9055, u'\u53f0\u6e7e': 226, u'\u5b89\u5fbd\u7701': 5581, u'\u6c5f\u82cf\u7701': 7088, u'\u5317\u4eac\u5e02': 26790, u'\u6e56\u5357\u7701': 3620, u'\u6d59\u6c5f\u7701': 8327, u'\u5e7f\u897f\u58ee\u65cf\u81ea\u6cbb\u533a': 5743, u'\u8d35\u5dde\u7701': 5802, u'\u9655\u897f\u7701': 7462, u'\u5c71\u897f\u7701': 8756, u'\u9752\u6d77\u7701': 6088, u'\u6fb3\u95e8\u7279\u522b\u884c\u653f\u533a': 1804, u'\u897f\u85cf\u81ea\u6cbb\u533a': 4235, u'\u6d77\u5357\u7701': 8801, u'\u5929\u6d25\u5e02': 19540, u'\u8fbd\u5b81\u7701': 19549, u'\u6c5f\u897f\u7701': 3508, u'\u5185\u8499\u53e4\u81ea\u6cbb\u533a': 17029, u'\u5409\u6797\u7701': 22691, u'\u6cb3\u5317\u7701': 18297, u'\u56db\u5ddd\u7701': 3889, u'\u4e91\u5357\u7701': 4808, u'\u5c71\u4e1c\u7701': 12258, u'\u9999\u6e2f\u7279\u522b\u884c\u653f\u533a': 246, u'\u4e0a\u6d77\u5e02': 8254, u'\u6e56\u5317\u7701': 4130}]","[{'\xe5\xa5\xb3': 1333, '\xe7\x94\xb7': 8667}]","[{'25-30': 1619, '35+': 1467, '1-17': 2352, '18-24': 3877, '31-35': 684}]","[{'juxie': 1026, 'sheshou': 692, 'tianxie': 692, 'shizi': 834, 'baiyang': 847, 'chunv': 775, 'jinniu': 877, 'shuangyu': 884, 'tiancheng': 724, 'shuangzi': 1034, 'mojie': 777, 'shuiping': 775}]","[{'\xe5\x88\x9d\xe4\xb8\xad': 2075, '\xe9\xab\x98\xe4\xb8\xad-\xe4\xb8\xad\xe4\xb8\x93': 2037, '\xe7\xa1\x95\xe5\xa3\xab\xe4\xbb\xa5\xe4\xb8\x8a': 1267, '\xe5\xa4\xa7\xe4\xb8\x93': 1752, '\xe5\xb0\x8f\xe5\xad\xa6': 1366, '\xe6\x9c\xac\xe7\xa7\x91': 1503}]","[{'\xe7\x90\x86\xe8\xb4\xa2\xe8\xbe\xbe\xe4\xba\xba': 85, '\xe8\xbf\x90\xe5\x8a\xa8\xe8\xbe\xbe\xe4\xba\xba': 102, '\xe7\xbd\x91\xe8\xb4\xad\xe8\xbe\xbe\xe4\xba\xba': 88, '\xe6\x97\xb6\xe5\xb0\x9a\xe8\xbe\xbe\xe4\xba\xba': 104, '\xe6\xb8\xb8\xe6\x88\x8f\xe8\xbe\xbe\xe4\xba\xba': 133, '\xe7\x8e\xa9\xe8\xbd\xa6\xe4\xb8\x80\xe6\x97\x8f': 122, '\xe6\x91\x84\xe5\xbd\xb1\xe8\xbe\xbe\xe4\xba\xba': 95, '\xe5\xae\xb6\xe5\xba\xad\xe4\xb8\xbb\xe5\xa6\x87': 92, '\xe6\x97\x85\xe8\xa1\x8c\xe8\xbe\xbe\xe4\xba\xba': 81, '\xe6\x95\xb0\xe7\xa0\x81\xe8\xbe\xbe\xe4\xba\xba': 101, '\xe7\xbe\x8e\xe9\xa3\x9f\xe8\xbe\xbe\xe4\xba\xba': 93, '\xe8\xbf\xbd\xe6\x98\x9f\xe6\x97\x8f': 113, '\xe5\x95\x86\xe5\x8a\xa1\xe4\xba\xba\xe5\xa3\xab': 84}]"
5,花姑娘，呦西！,"[u'15-30\u5206\u949f', u'\u559c\u5267', u'\u5267\u60c5\u7247']",1943,http://www.iqiyi.com/weidianying/20130604/e1d1c9fb837d1f61.html,http://index.iqiyi.com/q/?aid=144359000&cid=16&name=花姑娘，呦西！,144359000,花姑娘，呦西！,"[{u'\u798f\u5efa\u7701': 2613, u'\u65b0\u7586\u7ef4\u543e\u5c14\u81ea\u6cbb\u533a': 1539, u'\u5b81\u590f\u56de\u65cf\u81ea\u6cbb\u533a': 2354, u'\u5e7f\u4e1c\u7701': 3766, u'\u91cd\u5e86\u5e02': 2153, u'\u7518\u8083\u7701': 1760, u'\u9ed1\u9f99\u6c5f\u7701': 1843, u'\u6cb3\u5357\u7701': 3006, u'\u53f0\u6e7e': 5, u'\u5b89\u5fbd\u7701': 1831, u'\u6c5f\u82cf\u7701': 2628, u'\u5317\u4eac\u5e02': 5307, u'\u6e56\u5357\u7701': 1414, u'\u6d59\u6c5f\u7701': 3377, u'\u5e7f\u897f\u58ee\u65cf\u81ea\u6cbb\u533a': 1998, u'\u8d35\u5dde\u7701': 2579, u'\u9655\u897f\u7701': 2622, u'\u5c71\u897f\u7701': 3326, u'\u9752\u6d77\u7701': 2217, u'\u6fb3\u95e8\u7279\u522b\u884c\u653f\u533a': 152, u'\u897f\u85cf\u81ea\u6cbb\u533a': 2642, u'\u6d77\u5357\u7701': 2113, u'\u5929\u6d25\u5e02': 3262, u'\u8fbd\u5b81\u7701': 2092, u'\u6c5f\u897f\u7701': 1960, u'\u5185\u8499\u53e4\u81ea\u6cbb\u533a': 2502, u'\u5409\u6797\u7701': 2278, u'\u6cb3\u5317\u7701': 3434, u'\u56db\u5ddd\u7701': 1754, u'\u4e91\u5357\u7701': 1588, u'\u5c71\u4e1c\u7701': 4060, u'\u9999\u6e2f\u7279\u522b\u884c\u653f\u533a': 16, u'\u4e0a\u6d77\u5e02': 2187, u'\u6e56\u5317\u7701': 1508}]","[{'\xe5\xa5\xb3': 3331, '\xe7\x94\xb7': 6669}]","[{'25-30': 1262, '35+': 4342, '1-17': 1254, '18-24': 1923, '31-35': 1219}]","[{'juxie': 917, 'sheshou': 784, 'tianxie': 718, 'shizi': 784, 'baiyang': 881, 'chunv': 766, 'jinniu': 893, 'shuangyu': 869, 'tiancheng': 784, 'shuangzi': 1019, 'mojie': 784, 'shuiping': 766}]","[{'\xe5\x88\x9d\xe4\xb8\xad': 1667, '\xe9\xab\x98\xe4\xb8\xad-\xe4\xb8\xad\xe4\xb8\x93': 2576, '\xe7\xa1\x95\xe5\xa3\xab\xe4\xbb\xa5\xe4\xb8\x8a': 1061, '\xe5\xa4\xa7\xe4\xb8\x93': 2576, '\xe5\xb0\x8f\xe5\xad\xa6': 455, '\xe6\x9c\xac\xe7\xa7\x91': 1667}]","[{'\xe7\x90\x86\xe8\xb4\xa2\xe8\xbe\xbe\xe4\xba\xba': 83, '\xe8\xbf\x90\xe5\x8a\xa8\xe8\xbe\xbe\xe4\xba\xba': 97, '\xe7\xbd\x91\xe8\xb4\xad\xe8\xbe\xbe\xe4\xba\xba': 88, '\xe6\x97\xb6\xe5\xb0\x9a\xe8\xbe\xbe\xe4\xba\xba': 103, '\xe6\xb8\xb8\xe6\x88\x8f\xe8\xbe\xbe\xe4\xba\xba': 117, '\xe7\x8e\xa9\xe8\xbd\xa6\xe4\xb8\x80\xe6\x97\x8f': 111, '\xe6\x91\x84\xe5\xbd\xb1\xe8\xbe\xbe\xe4\xba\xba': 95, '\xe5\xae\xb6\xe5\xba\xad\xe4\xb8\xbb\xe5\xa6\x87': 110, '\xe6\x97\x85\xe8\xa1\x8c\xe8\xbe\xbe\xe4\xba\xba': 96, '\xe6\x95\xb0\xe7\xa0\x81\xe8\xbe\xbe\xe4\xba\xba': 96, '\xe7\xbe\x8e\xe9\xa3\x9f\xe8\xbe\xbe\xe4\xba\xba': 101, '\xe8\xbf\xbd\xe6\x98\x9f\xe6\x97\x8f': 117, '\xe5\x95\x86\xe5\x8a\xa1\xe4\xba\xba\xe5\xa3\xab': 79}]"
