,title,com_score,link,play,count,sub_subject,label,main_subject
71,【ARASHI】帅气满分搞笑不输人！（男团日常第三弹）,10840,http://www.bilibili.com/video/av6396821,4635,217,明星,樱井翔 ARASHI 二宫和也 岚 松本润 相叶雅纪 大野智 团S 男子爱豆团的日常 第三弹 ,娱乐
72,【SNH48 】【鞠婧祎】【3D】-公主披风-成员名字唯美版-TOP16第三届SNH48年度总决选汇报EP《公主披风》,10753,http://www.bilibili.com/video/av6376815,8301,206,明星,鞠婧祎 SNH48 唱歌 MV 舞蹈 总选举 ,娱乐
73,【百合】编号89757,10596,http://www.bilibili.com/video/av6304876,0,683,明星,SNH48 马鹿 百合 冯薪朵 黄婷婷 李艺彤 卡黄 陆婷 塞纳河 snh ,娱乐
74,【黄子韬】《可凡倾听》20160924 黄子韬专访 上下合集,10560,http://www.bilibili.com/video/av6402679,7375,903,明星,黄子韬 可凡倾听 ,娱乐
75,我们相爱吧2015第一至第六期 乔任梁看徐璐视频汇总_标清,10556,http://www.bilibili.com/video/av6315148,0,4116,明星,KIMI乔任梁 我们相爱吧混剪 徐璐ako 我们相爱吧第一季 ,娱乐
76,【鹿晗】饭制《洛天依投食歌》——我就再吃一口。。。就一口。。。,10442,http://www.bilibili.com/video/av6369400,6754,193,明星,京城捕鹿播报 鹿晗饭制 鹿晗 鹿晗火锅 鹿晗吃 鹿晗吃饭 鹿晗吃辣 鹿晗我去上学啦 鹿晗择天记 捕鹿工作室 洛天依投食歌 ,娱乐
77,王青冯建宇-如果我们不曾相遇,10409,http://www.bilibili.com/video/av6369983,5769,149,明星,冯建宇 王青 回忆向 ,娱乐
78,【Arashi】【Japonism】MC CUT,10208,http://www.bilibili.com/video/av6370912,5306,138,明星,相叶雅纪 大野智 二宫和也 松本润 樱井翔 Arashi Japonism MC CUT ,娱乐
79,【鹿晗】奔狍小剧场：今天鹿院长来巡山,10170,http://www.bilibili.com/video/av6403662,6351,161,明星,鹿晗 奔狍小剧场 ,娱乐
80,【重磅】霉霉新男友扎克埃夫隆～这次能持续多久不分手？@油兔不二字幕组,9979,http://www.bilibili.com/video/av6371419,12192,105,明星,Youtube Zac Efron Taylor Swift 油兔不二字幕组 ,娱乐
81,《今晚80后脱口秀》乔任梁部分_标清,9977,http://www.bilibili.com/video/av6355337,14051,292,明星,乔任梁 YOU LOVELY ,娱乐
82,乐视919傅园慧张继科马龙刘国梁吴敏霞的两轮游戏环节，亮点太多！（饭拍）,9975,http://www.bilibili.com/video/av6347844,35505,1459,明星,洪荒之力 傅园慧 奥运会 马龙 张继科 洪荒少女 乐视 刘国梁 ,娱乐
83,【薛之谦】923上海见面会完整合集,9760,http://www.bilibili.com/video/av6388247,4362,419,明星,薛之谦 ,娱乐
84,【韩国东东】韩国人眼里最帅的中国明星是谁？！理想型世界杯！,9700,http://www.bilibili.com/video/av6294620,206310,3703,明星,杨洋 马可 胡歌 张艺兴 吴亦凡 鹿晗 井柏然 陈伟霆 李易峰 韩国人反应 帅炸了 外国人反应 ,娱乐
85,明星体验师孟瑞王博文带你游巴黎_官方高清,9569,http://www.bilibili.com/video/av6367258,5681,220,明星,王博文 孟瑞 法国巴黎 ,娱乐
86,【张艺兴】【极限挑战】一般不搞笑2,9484,http://www.bilibili.com/video/av5739724,0,5453,明星,张艺兴综艺 张艺兴极限挑战 极限挑战 张艺兴 ,娱乐
87,【ARASHI】ARASHI LIVE TOUR 2015 Japonism solo cut 高清中字【反正不是字幕组,9461,http://www.bilibili.com/video/av6277096,0,6901,明星,反正不是字幕组 岚 松本润 樱井翔 相叶雅纪 大野智 二宫和也 国外综艺 VS岚 ,娱乐
88,日系品牌Atsushi Nakashima的女装发布会  | 2017春夏米兰时装周  | 音乐：堂本刚,9416,http://www.bilibili.com/video/av6392443,3408,336,明星,KINKI KIDS 堂本刚 2017春夏米兰时装周 ,娱乐
89,【倾城夫妇】杨洋郑爽高甜混剪,9268,http://www.bilibili.com/video/av6185156,0,2218,明星,花儿与少年 微微一笑很倾城 郑爽 杨洋 倾城夫妇 洋爽 ,娱乐
90,【不可抗力】秒拍专访预告加正片,8876,http://www.bilibili.com/video/av6412129,4489,278,明星,王博文 孟瑞 不可抗力 秒拍 ,娱乐
91,【张艺兴】160911 THE EXO'rDIUM in BKK - DancingKing[Chère Mamie],8775,http://www.bilibili.com/video/av6253266,0,1192,明星,LAY张艺兴 张艺兴舞蹈 刘在石 EXO LAY 张艺兴 LAY 主舞张艺兴 DANCINGKING ,娱乐
92,孟瑞×王博文 污咚合集（16.9.26更新）,8303,http://www.bilibili.com/video/av6370033,3955,95,明星,孟瑞×王博文 污咚采访间 ,娱乐
93,【DYZ字幕组】160926 ＰＯＮ！ - 秋日的岚Week（中文字幕）,8280,http://www.bilibili.com/video/av6428679,5945,167,明星,樱井翔 ARASHI 大野智 二宫和也 岚 松本润 DYZ字幕组 相叶雅纪 ,娱乐
94,【杨洋】《从你的全世界路过》9.25北京首映礼杨洋部分,8172,http://www.bilibili.com/video/av6417308,6204,129,明星,杨洋ICON 杨洋 ,娱乐
95,【HKT48】八单特典-修学旅行与灰机宅【博多天神学院】,8078,http://www.bilibili.com/video/av6388228,5675,1296,明星,AKB48 特典 后藤辉基 儿玉遥 HKT48 指原莉乃 宫脇咲良 松冈菜摘 ,娱乐
96,【KinKiKids】打脸啪啪啪,8001,http://www.bilibili.com/video/av6365649,8802,916,明星,堂本光一 KINKI KIDS 堂本刚 KinKiKids 打脸 ,娱乐
97,【刺客列传】【戬杰】查杰美颜软萌吃相朱戬实力宠,7994,http://www.bilibili.com/video/av6380433,5503,56,明星,朱戬查杰 刺客列传 ,娱乐
98,【张艺兴】  带枪出巡,7879,http://www.bilibili.com/video/av2526416,0,0,,,娱乐
99,【千凯千】【夏常安\/001X谌浩轩】不该,7870,http://www.bilibili.com/video/av6379885,5517,257,明星,超少年密码 往昔 千凯 凯千 红尘 ,娱乐
