,title,com_score,link,play,count,sub_subject,label,main_subject
15,如果我没有胸，身材和颜值，你还会爱我吗？,138358,http://www.bilibili.com/video/av6355176,143161,547,搞笑,恶搞 逗比 娱乐 美女 搞笑视频 原创 恶作剧 吐槽 ,生活
16,【老美你怎么看】你每天吃，但美国人完全不知道的这些菜,117989,http://www.bilibili.com/video/av6422255,0,2821,搞笑,张逗张花 老美你怎么看 ,生活
17,【Z小厨】超简易 自制黄焖鸡【无敌还原美味】,117231,http://www.bilibili.com/video/av6386114,0,1471,美食圈,污 料理 美食 黄焖鸡 简单 鸡 ,生活
18,2016年9月第四周悲剧碉堡傻缺视频合集,113737,http://www.bilibili.com/video/av6390180,0,2642,搞笑,悲剧碉堡傻缺 悲剧傻缺 ,生活
19,自制辣粉可乐惩罚下某翻唱区的UP主,104225,http://www.bilibili.com/video/av6390209,87202,1287,日常,友尽 Q君 RYU邪道长 恶搞 最后的早餐 Q君好过分！ 天国的Q君 毒下太多化不开 Q君最后的视频 死亡录像 黑暗饮料 ,生活
20,【张继科马龙\/双人燃向】Remember The Name\/名声大噪,103702,http://www.bilibili.com/video/av6411100,0,576,运动,獒龙 胖球 马龙 张继科 竹马成双 并肩为王 乒乓球队 獒龙獒 胖胖球 ,生活
21,【绅士大概一分钟】①山下再次！再次！再次暴露了自己的癖好！,100549,http://www.bilibili.com/video/av6422055,0,1780,搞笑,绅士一分钟 山下智博 我不是罗玉凤 鸡脖的癖好 假酒害人不浅啊 多动症 假酒害人 ,生活
22,【桐崎荣二】趁着妹妹熟睡的时候调戏了她 （自制中文字幕）,91816,http://www.bilibili.com/video/av6369274,77092,461,日常,玩妹妹系列 桐崎荣二 ,生活
23,【吃货木下】麦当劳三角奶油派15个+苹果派10个+奶昔10杯+大薯3包11087kcal,91493,http://www.bilibili.com/video/av6398837,98772,765,美食圈,木下大胃王 吃货木下 木下佑香 半夜自虐 木下吃货 ,生活
24,世界上最令人满意的视频,90964,http://www.bilibili.com/video/av6349411,0,1344,日常,趣味短片 强迫症福音 YOUTUBE搬运 ,生活
25,初一的扛把子校霸的自诉自己的大哥历程,79332,http://www.bilibili.com/video/av6384986,0,669,搞笑,幽默 大哥 敬汉卿 扛把子 历程 ,生活
26,当二哈遇到北极熊摄影师和小伙伴们都惊呆了！！！,76724,http://www.bilibili.com/video/av6340931,0,538,动物圈,北极熊 哈士奇 错认阿拉斯加为二哈 二哈的日常 哈士奇的日常 ,生活
27,【腿玩年】用一盆凉水浇醒女友,76637,http://www.bilibili.com/video/av6381758,81382,297,搞笑,腿控福利 恶搞女友 YOUTU搬运 腿玩年系列 ,生活
28,为了这个书签，我也要多读书！,76553,http://www.bilibili.com/video/av6384154,21003,88,手工,折纸 愤怒的小鸟 DIY 无巧不成叔 书签折纸 ,生活
29,2016.09.24贻玘浪——邱贻可陈玘首度同框【映客】,75755,http://www.bilibili.com/video/av6396733,0,1111,运动,乒乓球 邱哥 邱贻可 陈玘 浪打浪 全锦赛 杀神 国乒 ,生活
30,中国大胃王密子君（黄桃罐头）自家零食店的，吃播吃货美食！,72611,http://www.bilibili.com/video/av6414333,0,683,美食圈,天生吃货 美食视频 大胃王 萌妹子 原创 饲养员不在家 黄桃罐头 大胃王密子君 中国吃播 ,生活
31,2016年九月悲剧碉堡傻缺视频锦集,68457,http://www.bilibili.com/video/av6340468,85440,614,搞笑,悲剧碉堡傻缺 傻缺杯具视频锦集 无封面 ,生活
32,【张继科 | 个人混剪】江山（2P更新字幕）,66289,http://www.bilibili.com/video/av6406081,0,490,运动,张继科 乒乓球 武侠画风 江山 马德钟 ,生活
33,请勿喝水观看，意外失误吊堡大集锦 #5,65138,http://www.bilibili.com/video/av6374040,44559,590,搞笑,失误 意外 香大菜 ,生活
34,带狗狗看医生，脸都让这货给丢没了,63559,http://www.bilibili.com/video/av6374922,57479,168,动物圈,汪星人 医生 ,生活
35,20160923邱贻可映客直播,62307,http://www.bilibili.com/video/av6387466,56164,1881,运动,乒乓球 宠博只服邱淑贞 邱贻可 陈玘 全锦赛 方博 杀神 ,生活
36,两只柴柴躲在门缝里，一只柴柴跑了出来，另一只柴柴则卡在了里面,60893,http://www.bilibili.com/video/av6373718,79547,164,动物圈,柴犬 汪星人 卖萌 日常 可爱 ,生活
37,国胖队日常宠——马龙,60803,http://www.bilibili.com/video/av6373472,0,574,运动,马龙 许昕 张继科 乒乓 獒龙蟒 陈玘 方博 ,生活
38,连国宝滚滚都是用框装！太奢侈了！,60554,http://www.bilibili.com/video/av6392897,0,185,动物圈,熊猫基地 滚滚 搞笑 熊猫 蓝筐基尼 ,生活
39,看外国大厨怎么取龙虾肉,60218,http://www.bilibili.com/video/av6364705,0,207,美食圈,龙虾 ,生活
40,【科龙】919乐迷狂欢夜游戏科龙互动,58696,http://www.bilibili.com/video/av6382266,0,732,运动,獒龙 马龙 张继科 ,生活
41,【公介大号】为了美白，日本宅男试一试敷特制魔鬼辣椒面膜的结果。。。,58535,http://www.bilibili.com/video/av6396710,60811,404,搞笑,公介 逗比 公介实验室 魔鬼辣椒 ,生活
42,你去跟老美说“多喝热水”试试？,58366,http://www.bilibili.com/video/av6366112,75535,733,日常,外国人真会玩 美国文化 老外看 老外说中文 多喝热水 美国人游中国 公开课程 英语口语 英语学习 外国人在中国 ,生活
43,骑自行车的误判了，被一幅假3D画坑惨，这特效必须给满分！,57609,http://www.bilibili.com/video/av6342160,0,32,日常,自行车 3d ,生活
44,【直男下厨房】番外篇 火鸡面大作战,55714,http://www.bilibili.com/video/av6391982,47160,1285,美食圈,直男下厨房 色情男主播 手控福利 作死挑战 ,生活
45,当一只雄狮对你撒娇时…你会怕吗？！,54701,http://www.bilibili.com/video/av6350205,57088,178,动物圈,撒娇大作战 动物圈 狮子 ,生活
46,【猫片】您的好友酷爱踩奶的喵星人已上线.....,54639,http://www.bilibili.com/video/av6370561,48422,530,动物圈,治愈 呆萌 日常 可爱 搞笑 萌萌哒 喵星人 铲屎管 踩奶 ,生活
47,街访MM：男友戴不戴套有区别吗？没想到这么多妹子都不喜欢戴套！我是来看彩蛋的,54398,http://www.bilibili.com/video/av6332321,154971,964,搞笑,男友戴套区别 爆笑街访 一起打乱港 啪啪啪 ,生活
48,【无互怼 不肖门】【亲师兄弟】陈玘×邱贻可×张继科×方博 直播互怼剪辑,54346,http://www.bilibili.com/video/av6395908,39788,347,运动,张继科 乒乓 陈玘直播 怼天对地 肖门 邱贻可 浪打浪 胖胖球 怼天怼地 杀神 方博 ,生活
49,肌肉男假扮成黑社会组织，威逼快递小哥运尸体！,50945,http://www.bilibili.com/video/av6349641,0,1023,搞笑,恶搞 帅哥 黑社会 恐怖 整蛊 恶作剧 死尸 暴力 血腥重口 快递小哥 ,生活
50,【道哥陪爸爸训练】~~,48912,http://www.bilibili.com/video/av6370692,0,1154,运动,张继科 胖胖球 道哥 ,生活
51,【没水怎么洗手？】DIY自制超便捷可食用“免洗洗手液”，处女座表示已自愈,47940,http://www.bilibili.com/video/av6373747,42282,77,手工,可食用 制作 手工 教程 洗手液 自愈 ,生活
52,吃掉地球上最丑最凶残的怪兽，或被它干掉。,47017,http://www.bilibili.com/video/av6366298,49730,487,美食圈,原创 食物小课堂 安康鱼 美食家手册 花雕 ,生活
53,【简体中字】吃货木下160923吃6.3KG乌冬面10人份名古屋名产交趾鸡炖煮味噌乌冬面+米饭8005Kcal,46663,http://www.bilibili.com/video/av6387432,0,490,美食圈,吃货 吃播 木下 大胃王 吃货木下 大胃 乌冬面 ,生活
54,【王尼美快报】26男人和女人的究极对比,46380,http://www.bilibili.com/video/av6369950,0,1047,搞笑,王尼美快报 暴走出品 暴走漫画 原创 b站看片就在今天 男孩子也可以找男朋友啊 污污污污污污污污 ,生活
55,二哈回到家后发现主人家里多了个室友于是二哈生无可恋。_标清,46269,http://www.bilibili.com/video/av6365051,46741,171,动物圈,哈士奇 吵架系列 生无可恋 ,生活
56,唐唐神吐槽：我拿你当兄弟，你居然这样坑我？！,45415,http://www.bilibili.com/video/av6384091,69311,540,搞笑,神配音 丧尸 坑爹 搞笑 Big乐工坊 套路 神剪辑 ,生活
57,主人在不停抚摸金毛，二哈吃醋渴望麻麻的抚摸！绝望的狗生，感觉不会再爱了。。二哈：不想活了，麻麻你会失去宝宝的,45166,http://www.bilibili.com/video/av6348977,0,208,动物圈,金毛 二哈 汪星人 搞笑 ,生活
58,【飞碟一分钟】细数男生穿衣搭配N宗罪,45164,http://www.bilibili.com/video/av6372243,75724,240,日常,飞碟一分钟 男生 打扮 穿着 ,生活
59,gif动态图 福利不多 第二期,44568,http://www.bilibili.com/video/av6332973,41408,559,搞笑,GIF动图 ,生活
60,【拂菻坊】北京Chinglish测试,43964,http://www.bilibili.com/video/av6427362,51473,1706,搞笑,拂菻坊 失踪人口回归系列 chinglish 中式英语 ,生活
61,亚洲路边美味摊让你猜,43802,http://www.bilibili.com/video/av6351481,59636,1645,美食圈,美食 路边摊 亚洲 ,生活
62,【印度街头小吃】开挂民族为你打开新世界的大门！,42692,http://www.bilibili.com/video/av6356374,55449,1058,美食圈,印度小吃 印度美食 料理制作 美食视频 美食制作 YOUTUBE搬运 T酱搬运 印度街头小吃 ,生活
63,【鹦鹉小厨】5步即可完成的精致甜品，快手牛奶小方,41599,http://www.bilibili.com/video/av6383664,0,179,美食圈,鹦鹉厨房 甜点 鹦鹉小厨 牛奶小方 牛奶 ,生活
64,【油管搬运】挖个洞就能捞鱼的技能！教练请务必要教给我啊！,41074,http://www.bilibili.com/video/av6374649,42883,1093,日常,youtube ,生活
65,炒鸡可爱的害羞小章鱼!,39675,http://www.bilibili.com/video/av6360671,29565,395,动物圈,触手系 ,生活
66,【优酱】极乐伪娘的梦想,38808,http://www.bilibili.com/video/av6399712,0,153,日常,鬼畜新素材 极乐净土血洗b站 优酱女装 伪娘系列 新人渣作 ,生活
67,【大熊猫】宝宝要掉下去啦！！快来接住我！！!,38538,http://www.bilibili.com/video/av6355426,37098,308,动物圈,萌萌哒 滚滚 日常 可爱 大熊猫和饲养员 ,生活
68,乒乓球打到对手掉拍，还能一起愉快的玩耍吗,37978,http://www.bilibili.com/video/av6361468,46314,76,运动,吊打 对手掉拍 中国乒乓球 ,生活
69,深男大道街访：啪啪时你喜欢对方温柔还是粗暴？,35885,http://www.bilibili.com/video/av6354313,0,281,搞笑,温柔 粗暴 啪啪 ,生活
70,【谷阿莫】1分鐘看完偽電影《搶男人》,35554,http://www.bilibili.com/video/av6353181,206721,691,搞笑,谷阿莫 防不胜防 一本正经胡说八道 你有本事抢男人 卧槽什么鬼真有这个电影？ 百万广告狂人！百万广告狂人！ 我们都爱成语接龙 比天崩地裂还裂 我选择男主角和大魔王 防不胜防不胜防 科科 ,生活
71,【獒龙cp向】最好的友谊犹如情人【情人】,34736,http://www.bilibili.com/video/av6377411,21095,461,运动,一个觉得还不够虐的up主 ,生活
72,二哈卡住被另一只二哈嘲讽，俩狗直接打起来了！,32533,http://www.bilibili.com/video/av6342410,0,247,动物圈,好狗狗视频 ,生活
73,【成都漫展】成都Comiday18  吾王看的我营养不良。。。,31375,http://www.bilibili.com/video/av6326092,48035,482,日常,成都漫展 COS 又是成都漫展 COS PLAY ,生活
74,【昕博】【方昕暗许】宠爱（蟒蟒明恋向~）来吃糖！！,30851,http://www.bilibili.com/video/av6396495,13270,179,运动,许昕 昕浪为博 昕花怒方 方昕暗许 昕博 方博 ,生活
75,【芝麻】UP主收到过的最漂亮的小蜘蛛~,30754,http://www.bilibili.com/video/av6383480,0,1522,动物圈,捕鸟蛛 蜘蛛 日常 原创 芝麻受 爬宠 ,生活
76,【甜过初恋的獒龙】你是我能遇见的最大的惊艳?歌词向双视角。,30728,http://www.bilibili.com/video/av6331553,16992,443,运动,獒龙 胖球 马龙 张继科 科龙 框圈 ,生活
77,【福利】打破次元壁，二次元和三次元的妹子谁更萌,30719,http://www.bilibili.com/video/av6396875,0,0,,,生活
78,【蜜话一分钟】女神不跟你嘿咻的真正原因,30576,http://www.bilibili.com/video/av6340320,39318,27,搞笑,剧情 女神 搞笑 恶搞 热门 ,生活
79,搞笑gif集锦（四十一） 超级镜子,30507,http://www.bilibili.com/video/av6371574,0,122,搞笑,恶搞 原创 逗比 全程高能 娱乐 悲剧碉堡傻缺 搞笑视频 恶作剧 ,生活
80,古风耽美广播剧《君为下》,29990,http://www.bilibili.com/video/av6343455,49565,1843,日常,商桐 古风 岑先生 星之声中文配音组 星之声 广播剧 君为下 Mr.岑 绿野千鹤 正经太郎 ,生活
81,央视直播失误爆笑集锦完整版,29796,http://www.bilibili.com/video/av6338954,21881,679,搞笑,搞笑 失误合辑 新闻联播 ,生活
82,【敖厂长】暗黑零食飞毛腿！,29683,http://www.bilibili.com/video/av6276958,1172612,14455,美食圈,有生之年 我不是吃货 大师 黑暗料理 敖厂长 防不胜防 大混之交 那种说不出来的蜜汁芳香 敖敖的蜜汁高产 这不是广告 ,生活
83,我再搬家我就是狗！！！,29307,http://www.bilibili.com/video/av6364177,100392,927,搞笑,可以瘦身的洗衣机 Yp杨英鹏 短 ,生活
84,【刘国梁】胖子官员刘国梁训话RAP版，are you ready？,28761,http://www.bilibili.com/video/av6408695,0,300,运动,马龙 许昕 张继科 乒乓球 中国乒乓球队 陈玘 方博 刘国梁 ,生活
85,四川人挑战韩国超辣拉面 第2集,28720,http://www.bilibili.com/video/av6352614,41611,403,美食圈,你根本不是四川人 YouTube 韩国拉面 四川人 ,生活
86,史上最成功PS案例，一首歌的时间带你看完（第一期）,28619,http://www.bilibili.com/video/av6364396,0,148,搞笑,娱乐 搞笑 ps ,生活
87,【自动章鱼小丸子机器】一个特别特别特别魔性的机器演示视频,28399,http://www.bilibili.com/video/av6333714,60446,965,美食圈,油管搬运 日本料理 章鱼小丸子 ,生活
88,【万恶之源】鬼畜素材合集\/449P,28150,http://www.bilibili.com/video/av2646600,708127,63411,搞笑,鬼畜全明星 鬼畜素材 万恶之源 杨永信皮卡丘 雷霆萨满杨永信 杨永信 鬼畜合集 鬼畜素材合集 磁暴步兵杨永信 十万伏特杨永信 ,生活
89,方言怒斥淘宝史上差距最大买家秀和卖家秀，笑喷了！！！,27692,http://www.bilibili.com/video/av6384799,0,186,搞笑,搞笑视频 ,生活
90,【韩国吃播】【奔驰小哥】奔驰哥BANZZ吃辣炖安康鱼、冷面、排骨汤,27283,http://www.bilibili.com/video/av6403208,0,667,美食圈,奔驰小哥 AFREECA TV 吃播 吃货 生肉 BANZZ ,生活
91,【韩国吃播】【吃播剪说话】大胃王奔驰小哥吃泡菜豆腐+厚蛋烧+乱炖+速食粥,26870,http://www.bilibili.com/video/av6375120,42719,529,美食圈,韩国吃播 奔驰小哥 吃播剪说话 ,生活
92,致敬周董！！告白气球~,26516,http://www.bilibili.com/video/av6362441,0,945,日常,软软其实不太硬 周杰伦 翻唱 告白气球 软软硬了？ 向音乐区开火系列 ,生活
93,韩国吃播【剪说话】BANZZ奔驰小哥吃鸡排鸡蛋卷、炖鸡、鸡爪 快进版,26381,http://www.bilibili.com/video/av6362275,57216,536,美食圈,奔驰小哥 吃播 大胃王 吃货 美食 YouTube BANZZ 炸鸡 ,生活
94,【獒龙】一个略长的成都公开赛饭拍剪辑,26371,http://www.bilibili.com/video/av6363136,64354,2231,运动,獒龙 马龙 张继科 乒乓球 巧克力牛奶 竹马成双 并肩为王 2016成都公开赛 ,生活
95,【宇宙大新闻】38 小伙玩人体弹弓让我飞一会儿,26015,http://www.bilibili.com/video/av6369661,0,2906,搞笑,宇宙大新闻 ,生活
96,【韩国东东】韩国妹子们变身中国明星! 笑晕...,26004,http://www.bilibili.com/video/av6383008,0,214,日常,王力宏 李易峰 杨洋 宋茜 胡歌 井柏然 Angelababy 韩国主播 李小璐 ,生活
97,手绘世界地图，这老师太牛了，世界地图都能背下来,25923,http://www.bilibili.com/video/av6349643,0,189,日常,茶啊二中 ,生活
98,女生看小黄片的感受--by【锥子脸Miki】,25757,http://www.bilibili.com/video/av6325183,180863,455,搞笑,搞笑视频 吐槽向 女司机上线 锥子脸Miki 女生的秘密 小黄片 快播 ,生活
99,【乒乓球】2014中国公开赛男双决赛 马龙\/樊振东 -许昕\/张继科（HD）,25696,http://www.bilibili.com/video/av6025207,6714,839,运动,樊振东 马龙 许昕 张继科 乒乓球 中国公开赛 ,
