,title,com_score,link,play,count,sub_subject,label,main_subject
51,【烈日车队第11期】多拉多隐藏剧情 新英雄sombra线索 地图彩蛋 守望先锋背景故事系列,49505,http://www.bilibili.com/video/av6359999,0,730,网游·电竞,守望先锋动画 守望先锋 守望先锋新英雄 守望先锋剧 多拉多隐藏剧情 烈日车队 守望先锋CG 士兵76 守望先锋视频 狂鼠 ,游戏
52,死或生5：乳峰边缘 【爆衣】不知火舞兔女郎VS坂崎由莉绫音,49331,http://www.bilibili.com/video/av6348617,0,193,单机联机,PS4 爆衣 不知火舞 死或生 绫音 ,游戏
53,【谜之声实况】猎狼谷的小红帽 The Huntress of the Hollow,48674,http://www.bilibili.com/video/av6394904,35775,2893,单机联机,独立游戏 谜之声 小红帽 实况 直播录像 RPGMaker 大灰狼 迷之文艺 少女粉 良心翻译 谜之带感 ,游戏
54,【panda kill】第一季 第二期，王的民装,48361,http://www.bilibili.com/video/av6405972,52064,3644,网游·电竞,狼人杀 pandakill superliar 熊猫TV 熊猫杀 ,游戏
55,PDD16.9.24直播：与五五开约♂战,48348,http://www.bilibili.com/video/av6405740,53144,1838,网游·电竞,PDD 直播 英雄联盟 LOL 骚猪 颜值担当 象拔蚌 游戏直播 ,游戏
56,【夏一可】《守望先锋》：夏家三千菜第七期,47714,http://www.bilibili.com/video/av6352711,317101,1316,网游·电竞,守望先锋 夏一可 OP@凹凸君 夏家三千菜 夏韭菜 夏一鸽 精分女王 ,游戏
57,[老E 录播] 9.21下午 渡劫！五百强！,47398,http://www.bilibili.com/video/av6386112,56171,3656,网游·电竞,录播 老E ,游戏
58,【芝麻】拯救咸鱼大行动！（Depth吓不尿向实况）,46522,http://www.bilibili.com/video/av6392207,34959,965,单机联机,原创 ,游戏
59,【花少北X大忽悠】壁咚和互砍是怎么回事？说好的做彼此的天使呢？,46031,http://www.bilibili.com/video/av6364827,80812,2940,单机联机,黎明杀机 吴织亚切大忽悠 花少北 花老师 大忽悠 实况解说 冷冷的狗粮在往嘴里胡乱的塞 ,游戏
60,【星际老男孩】9月25日第2届CrossFinal（必看）,45919,http://www.bilibili.com/video/av6420244,48007,3602,网游·电竞,狗哥 星际争霸2 星际老男孩 F91 SCBOY 小色 智商杯 世界第一zvt sos tossboy SSL 功夫杯 ,游戏
61,源氏台词第一次听到过 请从60秒后观看,43257,http://www.bilibili.com/video/av6376478,48236,77,网游·电竞,守望先锋 源氏 ,游戏
62,【奇妙的基三】仙贝和总裁不得不说的故♂事,42601,http://www.bilibili.com/video/av6427331,49883,1064,网游·电竞,沐帮主 奇妙的基三 剑网三 剑网3 ,游戏
63,6666Q的无限火力狗头,41644,http://www.bilibili.com/video/av6377825,49055,293,网游·电竞,lol ,游戏
64,每日撸报9.24:上单霸主pdd：断剑重铸之日，骑士归来之时,39693,http://www.bilibili.com/video/av6399007,44849,620,网游·电竞,搞笑集锦 英雄联盟 pdd lol 主播搞笑 主播每日撸报 每日撸报 ,游戏
65,APAC小组赛第二周9月22日A组：IG.FIRE \/ IG.ICE \/ 1246 \/ SNAKE《守望先锋》,39522,http://www.bilibili.com/video/av6374240,76181,4632,网游·电竞,守望先锋 小绝 泛亚太超级锦标赛 APAC 香蕉计划 熊猫TV ,游戏
66,【PandaKill熊猫杀】第一季（第二期）狼人杀法则：干JY,38458,http://www.bilibili.com/video/av6404871,42315,2734,网游·电竞,囚徒 狼人杀 酒神 JY 少帮主 sol王 SuperLiar PandaKill 鼠大鱼 桃子 风行云 ,游戏
67,炉石传说 - 欢乐幸运时刻：第185集,37771,http://www.bilibili.com/video/av6420236,0,192,网游·电竞,网络游戏 炉石 卡牌对战 炉石传说 游戏集锦 欢乐幸运时刻 奶茶没有性生活 卡牌 ,游戏
68,【大宝剑联盟】生化危机7官方先行预告片,37721,http://www.bilibili.com/video/av6353148,95177,333,单机联机,大宝剑联盟 生化危机 youtube 类似寂静岭的生化危机 ,游戏
69,非酋阴阳师50抽实况,37600,http://www.bilibili.com/video/av6329489,88682,3197,网游·电竞,非洲人の怨念 珠峰实况 珠峰喵 阴阳师 阴阳师手游 ,游戏
70,【IGICE小绝MVP】APAC小绝首次全场最佳柴犬砍四人,37224,http://www.bilibili.com/video/av6389100,0,188,网游·电竞,守望先锋 小绝 APAC IGICE 全场最佳 ,游戏
71,当 森林之友 - 艾翁 变成金属大师的幽灵的时候 lol英雄联盟,36880,http://www.bilibili.com/video/av6369642,77263,99,网游·电竞,游戏集锦 英雄联盟 LOL ,游戏
72,守望先锋【SC天天守望16】叉宝宝表情包   朱菲菲尾行猪,36777,http://www.bilibili.com/video/av6388835,40741,558,网游·电竞,守望先锋 孔连顺 夏一可 拉面 laox jamlee ShowCen pigff SC天天守望 小伟 ,游戏
73,【守望先锋】性别转换！这个小美真的GAY呀！撩到你了吗.....,36472,http://www.bilibili.com/video/av6352684,31518,541,网游·电竞,守望先锋 性别转换 ,游戏
74,守望先锋堡垒的大炮 真的藏在四次元菊花里吗？,35736,http://www.bilibili.com/video/av6355413,59462,312,网游·电竞,守望先锋 坦克 堡垒说的对 污里贱贱荐 堡垒 ,游戏
75,萤草座敷互怼到天明,35542,http://www.bilibili.com/video/av6377534,42769,793,网游·电竞,结界突破 座敷童子戴涅槃御魂 萤草 阴阳师手游 ,游戏
76,DOTA2 YYF小剧场 Ep.7 枫驰天下！,35297,http://www.bilibili.com/video/av6422024,45771,588,网游·电竞,DOTA 2 YYF 小剧场 ,游戏
77,传颂之物：二人的白皇 第一章③-当时的帝都,34893,http://www.bilibili.com/video/av6398753,0,2036,单机联机,二人的白皇 虚伪的假面 传颂之物 你们要的OP来了 需求OP 越来越短的up主 麻吕吕你肿么了 美希命製藥廠出品 短小快 药 10月新番 ,游戏
78,电竞没有二十投！队友全部挂机卖装备一样翻盘！,34436,http://www.bilibili.com/video/av6357363,195570,3130,网游·电竞,那万一赢了呢？ 英雄联盟 迷之感动 玩LOL没服过人 这小法第一个 稳健兽进化！ 白银皇帝我王的日常 那万一硬了呢？ 中国电竞没有二十投 厉害的UP主 翻盘 封面党 ,游戏
79,新英雄+4款魔法少女皮肤总览 森林之友艾翁 金克斯 露露 波比 迦娜 暴走萝莉 波比,32716,http://www.bilibili.com/video/av6361609,36474,721,网游·电竞,英雄联盟LOL 英雄联盟新皮肤 英雄联盟新英雄 ,游戏
80,简易楼梯隐藏门,32556,http://www.bilibili.com/video/av6339723,16254,46,单机联机,红石 小黑 我的世界 教程 Minecraft redstone 隐藏门 楼梯 ,游戏
81,2016 英雄联盟明星主播对抗赛 第一日,32076,http://www.bilibili.com/video/av6332622,104838,4889,网游·电竞,英雄联盟 明星主播对抗赛 ,游戏
82,【守望动画】守望先锋很有趣,31310,http://www.bilibili.com/video/av6407601,31567,98,网游·电竞,守望先锋 同人 ,游戏
83,国外玩家试玩《枪火游侠》（不要笑场啊魂淡）,31285,http://www.bilibili.com/video/av6332093,47703,246,网游·电竞,守望先锋 枪火游侠 Paladins Overwatch 高端黑 ,游戏
84,新英雄+狮子狗,31055,http://www.bilibili.com/video/av6374736,40087,388,网游·电竞,英雄联盟 LOL ,游戏
85,崩坏3首次十连抽！！！,30239,http://www.bilibili.com/video/av6355958,39006,232,网游·电竞,崩坏3 ,游戏
86,【允星河】爸爸与自行车的故事,30042,http://www.bilibili.com/video/av6343122,0,1243,单机联机,允星河 蜜汁感动 单车 boy不在家系列 越来越短的允大dio 瀚哲 翰哲 爸爸与自行车的故事 緣之空 ,游戏
87,【闻香识】战地1Beta测试精彩剪辑,29954,http://www.bilibili.com/video/av6381004,0,361,单机联机,战地1 闻香识 ,游戏
88,【双语】2016年10大生存游戏盘点 《饥荒》竟然不是第一  @游民星空字幕组,29948,http://www.bilibili.com/video/av6363682,22570,363,单机联机,游民星空字幕组 饥荒 ,游戏
89,Numen敌我差距：厉害了我的哥！超级兵怒抢五杀！,29317,http://www.bilibili.com/video/av6379483,37833,301,网游·电竞,英雄联盟 Numen Numen敌我差距 敌我差距 ,游戏
90,《合金弹头》全隐藏要素收集速攻合集（1~5代）,28547,http://www.bilibili.com/video/av6337384,18722,1512,单机联机,合金弹头 嗨尼玛性感 强，无敌 越南大战 ,游戏
91,Dota 2 每周失败集锦 Ep. 163,28309,http://www.bilibili.com/video/av6391927,32490,495,网游·电竞,dota2 ,游戏
92,卢西奥细节彩蛋：将游戏音量调至0时，扩音器喇叭将停止震动，音乐波形图不再跳跃,27979,http://www.bilibili.com/video/av6361036,34368,20,网游·电竞,守望先锋 彩蛋 暴雪 DJ 卢西奥 细节 ,游戏
93,LOL你看完这段亚索视频，就会明白为何拳头削弱亚索了,27877,http://www.bilibili.com/video/av6369712,0,218,网游·电竞,亚索 英雄联盟 LOL ,游戏
94,嗨氏王者荣耀：王者局只剩高地极限翻盘,27471,http://www.bilibili.com/video/av6405086,21436,2084,网游·电竞,王者荣耀 嗨氏 手控福利 小鲜肉 手游 搞笑解说 排位 王者局 萌汉子 ,游戏
95,【魔道祖师】天涯明月刀OL 云梦双杰 『剑笔断春秋』,26599,http://www.bilibili.com/video/av6376595,7279,304,GMV,夷陵老祖 江澄 魏无羡 魔道祖师 天涯明月刀OL 40米大刀 云梦双杰 ,游戏
96,《剑网3》新门派霸刀体服首测 实景画面首曝,26099,http://www.bilibili.com/video/av6421930,0,573,网游·电竞,剑网3 刀爹 霸刀 ,游戏
97,【LOL】英雄联盟10大惊天BUG！泉水都炸了你敢信？,25865,http://www.bilibili.com/video/av6370594,25573,460,网游·电竞,英雄联盟 BUG LOL YouTube搬运 ,游戏
98,【守望先锋CG宣传片合集】,25204,http://www.bilibili.com/video/av4873874,1527897,26511,网游·电竞,233 暴雪电影制片厂 双龙 CG 守望先锋 黑猎百合 守望臀部 屁股先锋 新萌UP 国语配音 宣传片 ,游戏
99,【战舰世界】柜喵的德战评测,25141,http://www.bilibili.com/video/av6427810,0,507,网游·电竞,柜娘 战舰世界国服 失踪人口回归 声控游戏 德系战列 ,游戏
